station,date,average_day_temp,min_temp,max_temp,duration_sunshine,sum_precipitation,crop_evaporation
Eindhoven,2020-06-11,16.3,11.7,20.7,3.6,0.0,2.4
Eindhoven,2020-06-12,19.8,15.4,26.8,9.7,13.2,4.2
Eindhoven,2020-06-13,20.9,15.2,27.0,12.5,2.9,5.1
Eindhoven,2020-06-14,17.8,15.2,20.0,0.0,10.5,1.0
Eindhoven,2020-06-15,20.1,15.2,25.1,2.0,0.3,2.9
Eindhoven,2020-06-16,19.0,14.8,23.6,1.2,2.6,2.4
Eindhoven,2020-06-17,18.7,13.0,25.5,9.3,30.6,4.2
Eindhoven,2020-06-18,18.1,13.3,23.9,7.1,4.8,3.7
Eindhoven,2020-06-19,17.7,11.5,23.9,13.1,0.0,4.8
Eindhoven,2020-06-20,17.3,10.9,23.5,12.8,0.0,4.5
Eindhoven,2020-06-21,19.6,12.7,26.0,7.6,2.6,3.9
Eindhoven,2020-06-22,17.7,11.2,23.8,11.4,0.0,4.5
Eindhoven,2020-06-23,21.3,11.0,27.2,15.3,0.0,5.5
Eindhoven,2020-06-24,24.2,15.4,30.5,15.3,0.0,5.8
Eindhoven,2020-06-25,24.8,18.9,30.3,15.2,0.0,5.8
Eindhoven,2020-06-26,24.1,19.1,31.6,12.4,6.9,5.2
Eindhoven,2020-06-27,21.0,17.2,27.0,6.2,1.6,3.6
Eindhoven,2020-06-28,17.9,12.7,22.6,7.7,-1.0,3.8
Eindhoven,2020-06-29,16.8,12.7,21.4,7.0,0.0,3.5
Eindhoven,2020-06-30,16.8,12.6,21.8,3.1,2.4,2.5
Eindhoven,2020-07-01,17.9,13.5,21.5,3.5,28.5,1.9
Eindhoven,2020-07-02,16.5,12.5,22.0,6.1,0.5,3.2
Eindhoven,2020-07-03,17.5,12.6,22.7,5.8,0.0,3.1
Eindhoven,2020-07-04,17.7,14.4,19.9,0.5,1.5,1.6
Eindhoven,2020-07-05,18.9,14.4,23.8,4.8,-1.0,2.4
Eindhoven,2020-07-06,14.5,9.1,19.1,7.8,0.8,3.3
Eindhoven,2020-07-07,15.5,6.9,20.9,4.3,-1.0,3.2
Eindhoven,2020-07-08,15.0,12.2,17.5,0.0,4.0,1.1
Eindhoven,2020-07-09,18.1,15.7,21.9,1.1,1.2,1.9
Eindhoven,2020-07-10,15.5,8.6,18.3,4.8,3.4,2.1
Eindhoven,2020-07-11,13.7,6.8,19.4,9.7,8.1,3.0
Eindhoven,2020-07-12,15.6,7.2,21.7,12.1,0.0,3.9
Eindhoven,2020-07-13,17.6,8.5,24.4,14.2,0.0,5.0
Eindhoven,2020-07-14,15.5,10.8,18.4,0.1,1.6,1.5
Eindhoven,2020-07-15,16.1,8.9,21.9,7.7,-1.0,3.4
Eindhoven,2020-07-16,15.8,12.9,18.0,0.1,1.3,1.3
Eindhoven,2020-07-17,17.6,13.2,21.3,2.4,0.0,2.2
Eindhoven,2020-07-18,20.3,11.7,27.0,9.9,0.0,4.2
Eindhoven,2020-07-19,19.2,11.8,25.2,11.1,-1.0,4.5
Eindhoven,2020-07-20,17.1,11.5,22.1,12.2,-1.0,4.6
Eindhoven,2020-07-21,15.2,7.7,22.1,13.3,0.0,4.2
Eindhoven,2020-07-22,15.3,6.8,21.8,11.9,0.0,4.0
Eindhoven,2020-07-23,18.5,7.8,26.1,11.1,-1.0,4.5
Eindhoven,2020-07-24,18.3,14.3,22.3,2.8,0.9,2.4
Eindhoven,2020-07-25,19.4,14.5,24.0,1.3,1.0,1.9
Eindhoven,2020-07-26,18.8,13.5,23.7,9.7,0.3,3.8
Eindhoven,2020-07-27,18.9,13.3,27.9,2.9,0.5,2.0
Eindhoven,2020-07-28,18.3,11.5,22.8,6.0,-1.0,3.1
Eindhoven,2020-07-29,17.2,11.4,22.5,11.4,0.0,3.8
Eindhoven,2020-07-30,20.2,9.0,28.0,13.8,0.0,4.8
Eindhoven,2020-07-31,26.8,14.9,34.9,14.2,0.0,5.4
Eindhoven,2020-08-01,21.7,13.2,25.9,4.9,0.1,3.3
Eindhoven,2020-08-02,17.0,9.7,23.7,7.3,-1.0,2.8
Eindhoven,2020-08-03,15.9,7.9,24.3,5.6,-1.0,3.2
Eindhoven,2020-08-04,17.1,8.0,23.6,13.0,0.0,4.4
Eindhoven,2020-08-05,21.2,11.3,30.1,13.6,0.0,4.8
Eindhoven,2020-08-06,23.5,12.4,31.9,13.3,0.0,4.7
Eindhoven,2020-08-07,25.6,15.7,34.6,14.0,0.0,5.0
Eindhoven,2020-08-08,27.2,14.9,35.9,13.0,0.0,4.9
Eindhoven,2020-08-09,28.2,22.0,35.0,11.9,0.0,4.8
Eindhoven,2020-08-10,27.4,19.3,34.4,10.6,0.0,4.4
Eindhoven,2020-08-11,26.6,20.3,35.8,9.3,3.6,3.9
Eindhoven,2020-08-12,27.1,21.7,33.2,11.7,0.0,4.5
Eindhoven,2020-08-13,24.5,19.4,34.1,4.7,3.2,3.3
Eindhoven,2020-08-14,22.4,17.5,28.5,8.4,0.0,3.4
Eindhoven,2020-08-15,21.4,16.5,28.4,4.5,1.2,2.9
Eindhoven,2020-08-16,22.6,15.9,30.8,5.8,0.8,3.0
Eindhoven,2020-08-17,20.2,15.0,27.7,7.1,0.0,3.1
Eindhoven,2020-08-18,19.1,13.1,26.5,9.8,-1.0,3.3
Eindhoven,2020-08-19,21.8,13.9,29.1,9.0,0.1,3.7
Eindhoven,2020-08-20,24.6,18.5,30.1,2.1,1.9,2.1
Eindhoven,2020-08-21,23.9,16.2,30.6,8.5,1.8,3.6
Eindhoven,2020-08-22,19.4,14.8,25.6,7.9,0.1,2.9
Eindhoven,2020-08-23,17.7,13.8,22.4,6.2,0.3,2.3
Eindhoven,2020-08-24,17.1,11.9,22.9,6.2,0.2,2.4
Eindhoven,2020-08-25,17.8,12.2,22.0,1.7,0.8,1.3
Eindhoven,2020-08-26,16.7,11.7,19.0,0.0,0.8,0.7
Eindhoven,2020-08-27,17.0,11.9,21.9,2.6,0.2,1.9
Eindhoven,2020-08-28,15.9,10.3,22.8,3.6,5.3,1.9
Eindhoven,2020-08-29,14.5,9.9,20.6,5.7,0.0,2.5
Eindhoven,2020-08-30,14.5,10.1,18.9,1.1,7.7,1.3
Eindhoven,2020-08-31,14.6,8.3,20.2,4.1,0.3,2.1
Eindhoven,2020-09-01,13.2,5.7,19.9,5.0,0.0,1.9
Eindhoven,2020-09-02,15.1,8.7,22.3,6.9,0.0,2.5
Eindhoven,2020-09-03,16.9,10.0,21.5,0.2,1.9,1.1
Eindhoven,2020-09-04,18.1,13.6,23.2,4.8,1.0,2.5
Eindhoven,2020-09-05,15.1,9.5,20.5,6.8,-1.0,2.3
Eindhoven,2020-09-06,13.3,7.2,20.9,6.1,0.0,1.8
Eindhoven,2020-09-07,15.2,7.7,22.2,9.2,0.0,2.6
Eindhoven,2020-09-08,16.9,12.1,19.2,0.0,-1.0,0.9
Eindhoven,2020-09-09,18.5,12.2,25.3,1.4,-1.0,1.4
Eindhoven,2020-09-10,14.1,6.9,21.1,10.8,0.0,3.0
Eindhoven,2020-09-11,13.9,5.2,23.0,7.8,0.0,2.3
Eindhoven,2020-09-12,14.7,7.3,21.8,7.4,0.0,2.4
Eindhoven,2020-09-13,16.6,9.6,24.9,9.8,0.0,2.8
Eindhoven,2020-09-14,20.8,10.2,31.5,11.6,0.0,3.1
Eindhoven,2020-09-15,23.6,12.8,34.0,11.3,0.0,3.2
Eindhoven,2020-09-16,19.9,14.3,27.3,9.3,0.0,2.7
Eindhoven,2020-09-17,14.8,7.7,20.7,11.2,0.0,2.7
Eindhoven,2020-09-18,16.3,8.8,23.6,11.3,0.0,2.8
Eindhoven,2020-09-19,18.2,10.9,26.1,11.4,0.0,2.8
Eindhoven,2020-09-20,15.9,8.1,25.3,11.4,0.0,2.8
Eindhoven,2020-09-21,15.1,5.2,25.9,11.2,0.0,2.6
Eindhoven,2020-09-22,15.2,5.9,25.4,9.7,0.0,2.5
Eindhoven,2020-09-23,17.4,9.6,24.5,4.3,3.6,1.7
Eindhoven,2020-09-24,14.5,10.9,19.3,7.8,2.3,2.2
Eindhoven,2020-09-25,10.6,7.9,14.8,2.8,17.3,1.0
Eindhoven,2020-09-26,12.6,10.2,16.5,4.4,14.2,1.3
Eindhoven,2020-09-27,13.1,11.4,15.5,0.4,3.4,0.8
Eindhoven,2020-09-28,11.7,11.3,12.2,0.0,2.4,0.2
Eindhoven,2020-09-29,15.4,11.5,20.0,7.0,0.8,1.9
Eindhoven,2020-09-30,16.4,11.6,20.4,3.4,0.0,1.3
Eindhoven,2020-10-01,13.2,9.4,16.0,1.3,7.4,0.5
